c,Ravg,Rstd,Kavg,Kstd,RavgL,RstdL,KavgL,KstdL
0.0,1.1831046985408522,0.004408292343958197,0.37810234204024357,0.001549951701591792,1.1775342754687177,0.005633467632252602,0.37806008734412117,0.0017532524214697654
0.003,1.1532165938071126,0.004218342485099489,0.3728983767242955,0.0010586137354047147,1.1316905586088613,0.004261038491567378,0.38547651221009144,0.0014263698497153543
0.006,0.9624113406473964,0.004837395551165353,0.36594904733367273,0.0019870843956586964,0.9959764409364866,0.004631101365075648,0.35043153994458887,0.0018314624335999327
0.009,0.5527514013122031,0.0029031196151757446,0.3480405539125527,0.0056740927249511715,0.7087768353213117,0.018859291770598346,0.1689131933035951,0.006828624565270209
0.012,0.2251148506002851,0.00956284646613916,0.2945436934327812,0.017206254294663773,1.8031032469395822,0.09676671790535706,0.03069067669451681,0.0007710507760088003
0.015,0.05700828165082956,0.016824456277947104,0.15699755508992635,0.04843503605500894,1.8990667841089188,0.08438947231309608,0.012582479521710759,0.0005950420808494371
0.018,0.0015408050714134887,0.005370514771296358,0.00853065713115929,0.0300320946424667,1.932147713881802,0.06337651774154181,0.013598713232115518,0.0006277156114080202
0.021,3.504259410667896e-05,0.001031848866037889,0.0003638188525466141,0.010700926847417405,1.9565028577055432,0.04206252322268612,0.013784874367039878,0.0006018243313827331
0.024,2.175314308333467e-05,0.0006780250146345539,0.0003402205772098769,0.010593894274673516,1.7899750240645143,0.16688443496559915,0.009303238502666728,0.0007468653200803297
0.027,9.774422327246455e-06,0.0002948283756314717,0.00026689620901524394,0.008015247347614893,1.855004007281871,0.1145773315069517,0.008258043459704552,0.0004475576707277883
0.03,4.226405769243566e-06,0.0001335838434114283,0.0001727632163734042,0.005460520286818097,1.9731559456392092,0.024323894563149203,0.013365853629493276,0.0002565435526770415
